ORG. JUR,RAZON SOCIAL,NIT,MUN-COMERCIAL,CIIU-1,CIIU-2,CIIU-3,CIIU-4,ACTIVIDAD,NOMBRE PROPIO,NOMBRE REPRESENTANTE LEGAL
2,DISTRIBUIDORA BLANCO LEAL,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4649 ** Comercio al por mayor de otros utensilios domesticos n.c.p.,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,COMERCIO DE VÍVERES Y PRODUCTOS DE LA CANASTA FAMILIAR  COMERCIO DE PRODUCTOS DE ASEO Y DEL HOGAR  COMERCIO DE BEBIDAS ALCOHÓLICAS Y NO ALCOHÓLICAS  COMERCIO DE CARNES  POLLO Y PRODUCTOS CÁRNICOS,BLANCO VEGA RAMIRO ANTONIO,
2,SUMINISTROS Y ABARROTES SALOME,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,COMERCIO DE VÍVERES Y ABARROTES  COMERCIO DE FRUTAS Y VERDURAS EN GENERAL  COMERCIO DE ARTÍCULOS DE LIMPIEZA  CACHARRERIA  COMERCIO DE COMIDAS PREPARADAS,QUINTANA BEDOYA SAMAR YANIM,
2,MINITIENDA CAIMITO,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,VENTA DE VIVERES Y PRODUCTOS DE LA CANASTA FAMILIAR,CARREÑO NIÑO ANA DELIA,
2,AUTOSERVICIO JUAN`MA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,COMERCIO AL POR MENOR DE VÍVERES Y ABARROTES EN GENERAL.,CALDERON CARRILLO DEYSI YOHANA,
2,VIVERES SORANY,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS  BEBIDAS O TABACO,ALARCON MORENO NELLY,
2,ESTACIÓN DE SERVICIO EL ROCIO,,15223 - CUBARA,G4731 ** Comercio al por menor de combustible para automotores,G4732 ** Comercio al por menor de lubricantes (aceites  grasas)  aditivos y productos de limpieza para vehiculos automotores,,,COMERCIO AL POR MENOR DE COMBUSTIBLE PARA AUTOMOTORES POR MEDIO DE UNA ESTACIÓN DE SERVICIO  TRANSPORTE DE CARGA POR CARRETERA COMERCIO AL POR MENOR DE LUBRICANTES ACEITES  GRASAS PARA VEHÍCULOS AUTOMOTORES.,ZABALA PINEDA ARISTIDES,
2,VIVERES D&C,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS  BEBIDAS O TABACO COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)  PRODUCTOS CARNICOS  PESCADOS Y PRODUCTOS DE MAR  EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MENOR DE LECHE  PRODUCTOS LACTEOS Y HUEVOS  EN ESTABLECIMIENTOS ESPECIALIZADOS,CAICEDO SANCHEZ ROSA MARIA,
2,INVERSIONES ESDAYED,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,1. COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS  BEBIDAS O TABACO 2. COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS 3. COMERCIO AL POR MENOR DE CARNES (INCLUYE AVES DE CORRAL)  PRODUCTOS CARNICOS  PESCADOS Y PRODUCTOS DE MAR  EN ESTABLECIMIENTOS ESPECIALIZADOS,VARGAS JAIMES JOSE YORMAN,
2,TIENDA TRUJILLO MARQUEZ,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,,,VENTA DE VIVERES Y PRODUCTOS DE LA CANASTA DE FAMILIAR,TRUJILLO LOZANO LUIS ALBERTO,
2,ABASTOS BARICHARA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,VENTA DE VIVERES Y PRODUCTOS DE LA CANASTA FAMILIAR,REYES GOMEZ RAMIRO,
2,VIVERES SHALOM H&E,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,COMERCIO AL POR MENOR DE VÍVERES DE LA CANASTA FAMILIAR.,ALBARRACIN LOZANO EDITH SABETH,
2,VIVERES RANGEL,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,COMERCIO AL POR MENOR DE VIVERES Y ABARROTES EN GENERAL,RANGEL JHONNER ELIEDER,
2,VIVERES GRIMAR,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,,COMERCIO AL POR MENOR DE VÍVERES  ABARROTES EN GENERAL Y BEBIDAS GASEOSAS  COMERCIO DE ARTÍCULOS DE MISCELANEA Y CACHARRERIA.,MARIN PEÑA ALBA SOFIA,
2,SUMINISTROS MI SALO,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,I5611 ** Expendio a la mesa de comidas preparadas,COMERCIO AL POR MENOR DE VÍVERES Y PRODUCTOS DE LA CANASTA FAMILIAR  SERVICIO DE ALQUILER Y ARRENDAMIENTO DE MAQUINARIA Y EQUIPOS  COMERCIO AL POR MENOR DE FRUTAS Y VERDURAS  COMERCIO AL POR MENOR DE PAPELERÍA Y EXPEDIO DE COMIDAS PREPARADAS.,ALVAREZ APONTE DEICY YASMIN,
2,VÍVERES MEGA OFERTA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,COMERCIO DE VÍVERES EN GENERAL  FRUTAS VERDURAS  COMERCIO DE CARNE  POLLO  PRODUCTOS CÁRNICOS  EMBUTIDOS LECHE  HUEVO  LÁCTEOS  VENTA DE GAS,ARAUJO NAJAR LUIS DANIEL,
2,SHIVARA DE COLOMBIA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,I5621 ** Catering para eventos,I5519 ** Otros tipos de alojamiento para visitantes,,COMERCIO DE VIVERES  SERVICIO DE CATERING PARA EVENTOS Y SERVICIO DE ALOJAMIENTO PARA VISITANTES,CHACON JAIMES YURY KARINA,
2,AUTOSERVICIO ARANA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,,COMERCIO DE VIVERES Y PRODUCTOS DE LA CANASTA FAMILIAR,ARAUJO NAJAR DIEGO FERNANDO,
2,ESTANCO DONDE POLITA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4724 ** Comercio al por menor de bebidas y productos del tabaco  en establecimientos especializados,I5630 ** Expendio de bebidas alcoholicas para el consumo dentro del establecimiento,,EXPENDIO DE BEBIDAS ALCOHOLICAS PARA EL CONSUMO DENTRO DEL ESTABLECIMIENTO,ARIAS ROJAS YULIET PAOLA,
1,QUINTERO CAMARGO JHON JAIRO,961691091,81065 - ARAUQUITA,F4111 ** Construccion de edificios residenciales,,,,CONSTRUCCIÓN DE OBRAS CIVILES,,
2,VIVERES LA MORENITA,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,G4729 ** Comercio al por menor de otros productos alimenticios n.c.p.  en establecimientos especializados,,COMERCIO DE VIVERES Y PRODUCTOS DE LA CANASTA FAMILIAR,SALAMANCA SANCHEZ JHON JAIRO,
2,QINTO EMPERADOR,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,N8230 ** Organizacion de convenciones y eventos comerciales,I5611 ** Expendio a la mesa de comidas preparadas,comercio de víveres  insumos agropecuarios y animales vivos  Organización de convenciones y eventos comerciales  Expendio a la mesa de comidas preparadas,ALVAREZ APONTE EDUAR FERNEY,
2,SUMINISTROS Y MAQUINARIA RODRIGUEZ,,15223 - CUBARA,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,N7730 ** Alquiler y arrendamiento de otros tipos de maquinaria  equipo y bienes tangibles n.c.p.,I5621 ** Catering para eventos,COMERCIO DE VIVERES Y PRODUCTOS DE LA CANASTA FAMILIAR  COMERCIO DE PRODUCTOS AGRICOLAS  ALQUILER Y ARRENDAMIENTO DE MAQUINARIA PESADA Y AGROPECUARIA  CATERING PARA EVENTOS,RODRIGUEZ MATEUS WILSON,
2,NARANJA SWEET,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,,1. COMERCIO DE VARIEDADES Y ACCESORIO Y PELUCHERIA  2. COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS 3. COMERCIO AL POR MENOR DE TODO TIPO DE CALZADO,LANDINEZ LEON LIANY MILENY,
2,VARIEDADES CHARLOTTE,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,G4772 ** Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,I5619 ** Otros tipos de expendio de comidas preparadas n.c.p.,Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados Comercio al por menor de todo tipo de calzado y articulos de cuero y sucedaneos del cuero en establecimientos especializados,RAMON VILLAMIZAR TILCIA ESPERANZA,
2,DECORACIONES LANDA,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,N8299 ** Otras actividades de servicio de apoyo a las empresas n.c.p.,H4921 ** Transporte de pasajeros,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,SERVICIO DE DECORACIONES  PIÑATERIA  DESAYUNOS SORPRESAS  VENTA DE DETALLES Y COMERCIO DE PAPELERIA.,VALBUENA CONTRERAS LUISA FERNANDA,
2,CACHARRERIA Y VARIEDADES DIANA,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4761 ** Comercio al por menor de libros  periodicos  materiales y articulos de papeleria y escritorio  en establecimientos especializados,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,G4742 ** Comercio al por menor de equipos y aparatos de sonido y de video  en establecimientos especializados,COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS  CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTOS (VIVERES EN GENERAL)  BEBIDAS Y TABACO,GARCIA PLATA YANET,
2,CACHARRERIA CAMACHO,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,,COMERCIO DE VARIEDADES Y CACHARRERIA,GUIZA DE CAMACHO ROSA BELEN,
2,VARIEDADES JANY,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,,,,COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS,REYES DE MOGOLLON MARIA SOCORRO.,
2,CACHARRERIA Y VARIEDADES EVELING,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4771 ** Comercio al por menor de prendas de vestir y sus accesorios (incluye articulos de piel) en establecimientos especializados,,,1. COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS 2. COMERCIO AL POR MENOR DE PRENDAS DE VESTIR Y SUS ACCESORIOS,ALBARRACIN LOZANO MARY LUZ,
2,VARIEDADES  LUPIHOGAR,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4754 ** Comercio al por menor de electrodomésticos y gasodomésticos  muebles y equipos de iluminación en establecimientos especializados,H5320 ** Actividades de mensajeria,G4759 ** Comercio al por menor de otros articulos domesticos en establecimientos especializados,COMERCIO AL POR MENOR DE PRODUCTOS Y ARTÍCULOS EN GENERAL  ELECTRODOMESTICOS  SERVICIO DE MENSAJERIA.,VARGAS ABAUNZA CARMEN EDILIA,
2,NUEVA EMPRESA PROMOTORA DE SALUD SA,,15223 - CUBARA,O8430 ** Actividades de planes de seguridad social de afiliacion obligatoria,,,,ACTIVIDADES DE PLANES DE SEGURIDAD SOCIAL DE AFILIACION OBLIGATORIA.,NUEVA EMPRESA PROMOTORA DE SALUD S.A.,
2,SUMINISTROS MIA SALOME,,15223 - CUBARA,G4719 ** Comercio al por menor en establecimientos no especializados  con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general)  bebidas (alcohólicas y no alcohólicas) y tabaco,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,I5621 ** Catering para eventos,H4922 ** Transporte mixto,COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS  CON SURTIDO COMPUESTO PRINCIPALMENTE POR PRODUCTOS DIFERENTES DE ALIMENTO  COMERCIO AL POR MENOR DE CARNES  CATERING PARA EVENTOS  TRANSPORTE MIXTO,VERA FLOREZ EDWIN,
2,FRUTOS SAN REY,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,,,,Comercio al por menor de productos agricolas para el consumo,REYES SANCHEZ HECTOR RAMIRO,
2,FRUTAS Y VERDURAS CHARITO,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,,,,COMERCIO AL POR MENOR DE PRODUCTOS AGRÍCOLAS  FRUTAS Y VERDURAS.,VILLAMIZAR MARTINEZ MARIA ROSARIO,
2,RESTAURANTE LA SAZON DE ISSA,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,I5611 ** Expendio a la mesa de comidas preparadas,,COMERCIO AL POR MENOR DE PRODUCTOS AGRICOLAS PARA EL CONSUMO EN ESTABLECIMIENTOS ESPECIALIZADOS COMERCIO AL POR MENOR EN ESTABLECIMIENTOS NO ESPECIALIZADOS CON SURTIDO COMPUESTO PRINCIPALMENTE POR ALIMENTOS  BEBIDAS O TABACO EXPENDIO A LA MESA DE COMIDAS PREPARADAS,CALDERON CAICEDO PEDRO,
1,RINCON SANDRA PATRICIA,335161946,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4620 ** Comercio al por mayor de materias primas agropecuarias  animales vivos,,,VENTA DE PRODUCTOS AGRICOLAS,,
2,FRUVER LA GRANJITA DE JHOSSHUA,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,,COMERCIO DE FRUTAS Y VERDURAS  VENTA DE VÍVERES Y PRODUCTOS DE LA CANASTA FAMILIAR  COMERCIO DE POLLO,VALDERRAMA FLOREZ ASTRID YOHANA,
2,FRUVER IRA TUMARA EL CUARINA,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,,,COMERCIO DE FRUTAS Y VERDURAS  COMERCIO DE VÍVERES Y PRODUCTOS DE LA CANASTA FAMILIAR,SUESCUN COBARIA DAVID,
2,FRUTAS Y VERDURAS HORTIFRESH,,15223 - CUBARA,G4721 ** Comercio al por menor de productos agricolas para el consumo en establecimientos especializados,G4722 ** Comercio al por menor de leche  productos lacteos y huevos  en establecimientos especializados,G4711 ** Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos  bebidas (alcohólicas y no alcohólicas) o tabaco,G4723 ** Comercio al por menor de carnes (incluye aves de corral)  productos carnicos  pescados y productos de mar  en establecimientos especializados,COMERCIO AL POR MENOR DE FRUTAS Y VERDURAS  VENTAS DE PRODUCTOS LACTEOS  HUEVOS  PULPAS  COMERCIO AL POR MENOR DE CARNES Y VIVERES EN GENERAL.,MANRIQUE JAIMES NORVI YARIMAR,
